sentence;gold;doc_id;phrase_index;gold_pattern_ud_surface;gold_subj_deprel_surface;gold_obj_deprel_surface;gold_theory_profile;gold_rule_E8;gold_rule_S1_negated;gold_rule_S1_modal;gold_rule_E7_coord;gold_rule_E6_nary_like;gold_rule_cop_like
Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.;[{'arg1': 'Chopin', 'rel': 'visitou', 'arg2': 'Berlim com um amigo', 'valid': True}, {'arg1': 'Chopin', 'rel': 'visitou', 'arg2': 'Berlim', 'valid': True}];1;11;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
A partir de 1236, o príncipe mongol Kublai, que mais tarde governou como Khagan de 1260 a 1294, recebeu um grande appanage em o norte de a China por seu superior, Ögedei Khan.;[{'arg1': 'Kublai', 'rel': 'recebeu', 'arg2': 'um grande appanage em o norte de a China', 'valid': True}];1;12;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Dreyfus escreve que depois que o Phagmodrupa perdeu seu poder centralizador sobre o Tibete em 1434, várias tentativas de outras famílias para estabelecer hegemonias falharam em os próximos dois séculos até 1642 com a efetiva hegemonia de o 5º Dalai Lama sobre o Tibete.;[{'arg1': 'o Phagmodrupa', 'rel': 'perdeu', 'arg2': 'seu poder centralizador sobre o Tibete', 'valid': True}];1;13;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Quando o imperador Ming Yongle convidou Je Tsongkhapa (1357-1419), fundador de a escola Gelug, para ir a a corte Ming e prestar homenagem, este último recusou.;[{'arg1': 'o imperador Ming Yongle', 'rel': 'convidou', 'arg2': 'Je Tsongkhapa', 'valid': True}];1;14;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Chen Qingying afirma que Tsongkhapa escreveu uma carta para recusar o convite de o Imperador e, nesta resposta, Tsongkhapa escreveu;[{'arg1': 'Tsongkhapa', 'rel': 'escreveu', 'arg2': 'uma carta', 'valid': True}, {'arg1': 'Tsongkhapa', 'rel': 'escreveu', 'arg2': 'uma carta para recusar o convite de o Imperador', 'valid': True}];1;15;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
No entanto, depois que Altan Khan (1507-1582) - líder de os mongóis Tümed que derrubou a hegemonia de a confederação Oirat Mongol sobre as estepes - fez as pazes com a dinastia Ming em 1571, ele persuadiu os Ming a reabrir seus mercados de fronteira em 1573.;[{'arg1': 'Altan Khan', 'rel': 'fez', 'arg2': 'as pazes com a dinastia Ming', 'valid': True}, {'arg1': 'Altan Khan', 'rel': 'fez', 'arg2': 'as pazes com a dinastia Ming em 1571', 'valid': True}, {'arg1': 'Altan Khan', 'rel': 'fez as pazes com', 'arg2': 'a dinastia Ming', 'valid': True}, {'arg1': 'Altan Khan', 'rel': 'fez as pazes com', 'arg2': 'a dinastia Ming em 1571', 'valid': True}];1;16;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Klieger escreve que a presença de Altan Khan em o oeste reduziu efetivamente a influência de os Ming e o contato com o Tibete.;[{'arg1': 'a presença de Altan Khan em o oeste', 'rel': 'reduziu', 'arg2': 'a influência de os Ming', 'valid': True}, {'arg1': 'a presença de Altan Khan em o oeste', 'rel': 'reduziu', 'arg2': 'o contato com o Tibete', 'valid': True}, {'arg1': 'a presença de Altan Khan em o oeste', 'rel': 'reduziu', 'arg2': 'a influência de os Ming e o contato com o Tibete', 'valid': True}];1;17;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Depois que Altan Khan fez as pazes com a dinastia Ming em 1571, ele convidou o terceiro hierarca de a Gelug - Sönam Gyatso (1543-1588) - para encontrá-lo em Amdo (Qinghai moderno) em 1578, onde acidentalmente concedeu a ele e seus dois antecessores com o título de Dalai Lama - Professor de o Oceano.;[{'arg1': 'Altan Khan', 'rel': 'fez', 'arg2': 'as pazes com a dinastia Ming', 'valid': True}, {'arg1': 'Altan Khan', 'rel': 'fez as pazes com', 'arg2': 'a dinastia Ming', 'valid': True}];1;18;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Embora não tenha sido registrada em nenhum registro oficial chinês, a biografia de Sonam Gyatso afirma que Wanli novamente conferiu títulos a Sonam Gyatso em 1588 e o convidou para Pequim por a segunda vez, mas Sonam Gyatso não pôde visitar a China, pois morreu em o mesmo ano em a Mongólia.;[{'arg1': 'Sonam Gyatso', 'rel': 'não pôde visitar', 'arg2': 'a China', 'valid': True}];1;19;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": true, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;True;False;False;False;False
Sem mencionar o papel de os mongóis, o China Daily afirma que foi a sucessiva dinastia Qing que estabeleceu o título de Dalai Lama e seu poder em o Tibete Em 1653, o imperador Qing concedeu um título honorífico a o quinto Dalai Lama e depois o fez.;[{'arg1': 'o imperador Qing', 'rel': 'concedeu', 'arg2': 'um título honorífico a o quinto Dalai Lama', 'valid': True}, {'arg1': 'o imperador Qing', 'rel': 'concedeu um título honorífico a', 'arg2': 'o quinto Dalai Lama', 'valid': True}];1;20;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O imperador Wanli convidou Yonten Gyatso para Pequim em 1616, mas, assim como seu antecessor, ele morreu antes de poder fazer a jornada.;[{'arg1': 'O imperador Wanli', 'rel': 'convidou', 'arg2': 'Yonten Gyatso para Pequim', 'valid': True}, {'arg1': 'O imperador Wanli', 'rel': 'convidou Yonten Gyatso para', 'arg2': 'Pequim', 'valid': True}, {'arg1': 'Yonten Gyatso', 'rel': 'morreu antes de', 'arg2': 'poder fazer a jornada', 'valid': True}];1;21;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O quarto Dalai Lama se recusou a dar uma audiência a o rei Ü-Tsang, que provocou um conflito quando este começou a atacar mosteiros Gelug.;[{'arg1': 'Dalai Lama', 'rel': 'se recusou a', 'arg2': 'dar uma audiência', 'valid': True}, {'arg1': 'Dalai Lama', 'rel': 'se recusou a', 'arg2': 'dar uma audiência a o rei Ü-Tsang', 'valid': True}];1;22;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Quando um aliado de o governante Ü-Tsang ameaçou novamente a destruição de os Gelugpas, o quinto Dalai Lama Lozang Gyatso pediu ajuda a o príncipe mongol Güshi Khan (1582-1655), líder de a tribo Khoshut (Qoshot) de os mongóis Oirat, que estava então em peregrinação a Lhasa.;[{'arg1': 'o quinto Dalai Lama', 'rel': 'pediu', 'arg2': 'ajuda a o príncipe mongol Güshi Khan', 'valid': True}, {'arg1': 'o quinto Dalai Lama', 'rel': 'pediu ajuda a', 'arg2': 'o príncipe mongol Güshi Khan', 'valid': True}, {'arg1': 'um aliado de o governante Ü-Tsang', 'rel': 'ameaçou', 'arg2': 'a destruição de os Gelugpas', 'valid': True}];1;23;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Güshi Khan aceitou seu papel de protetor e, de 1637 a 1640, ele não apenas derrotou os inimigos de os Gelugpas em as regiões Amdo e Kham, mas também reassentou toda a sua tribo em Amdo.;[{'arg1': 'Güshi Khan', 'rel': 'aceitou', 'arg2': 'seu papel de protetor', 'valid': True}];1;24;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": true, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;True;False;False;False;False
Shih-Shan Henry Tsai escreve que o imperador Yongle enviou seu eunuco Yang Sanbao a o Tibete em 1413 para obter uma lealdade de vários príncipes tibetanos, enquanto o imperador Yongle pagou uma pequena fortuna em troca de presentes em troca de tributos, a fim de manter a lealdade de o vassalo vizinho.;[{'arg1': 'o imperador Yongle', 'rel': 'enviou', 'arg2': 'seu eunuco Yang Sanbao a o Tibete', 'valid': True}, {'arg1': 'o imperador Yongle', 'rel': 'enviou seu eunuco Yang Sanbao a', 'arg2': 'o Tibete', 'valid': True}, {'arg1': 'o imperador Yongle', 'rel': 'pagou', 'arg2': 'uma pequena fortuna em troca de presentes em troca de tributos', 'valid': True}];1;25;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
A Apple lançou um novo conector dock de 8 pinos, chamado Relâmpago, em 12 de setembro de 2012, com o anúncio de o iPhone 5, de o iPod Touch de quinta geração e de o iPod Nano de a sétima geração, todos com esse recurso.;[{'arg1': 'A Apple', 'rel': 'lançou', 'arg2': 'um novo conector dock de 8 pinos', 'valid': True}];1;26;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
As versões de seis e sete faixas de a trilha sonora de o jogo foram lançadas em 19 de novembro de 2006, como parte de uma promoção de o Nintendo Power e acompanhadas de réplicas de a Master Sword e de o Hylian Shield.;[{'arg1': 'As versões de seis e sete faixas de a trilha sonora', 'rel': 'foram lançadas em', 'arg2': '19 de novembro de 2006', 'valid': True}];1;27;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
As versões 3.3 e 3.4 de o Wii Menu impediram a cópia de arquivos salvos explorados em o console até que os métodos de evasão fossem descobertos, e a versão 4.0 de o Wii Menu corrigiu a vulnerabilidade.;[{'arg1': 'As versões 3.3 e 3.4 de o Wii Menu', 'rel': 'impediram', 'arg2': 'a cópia de arquivos salvos explorados', 'valid': True}, {'arg1': 'a versão 4.0 de o Wii Menu', 'rel': 'corrigiu', 'arg2': 'a vulnerabilidade', 'valid': True}];1;28;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Todas as rodovias em Wenchuan, e outras em toda a província, foram danificadas, resultando em atraso em a chegada de as tropas de resgate.;[{'arg1': 'Todas as rodovias em Wenchuan', 'rel': 'foram', 'arg2': 'danificadas', 'valid': True}];1;29;unknown;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O serviço de a China Unicom em Wenchuan e quatro municípios vizinhos foi interrompido, com mais de 700 torres suspensas.;[{'arg1': 'O serviço de a China Unicom', 'rel': 'foi', 'arg2': 'interrompido', 'valid': True}];1;30;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Em 2002, o geólogo chinês Chen Xuezhong publicou um estudo de Análise de Risco Sísmico, em o qual concluiu que, a partir de 2003;[{'arg1': 'Chen Xuezhong', 'rel': 'publicou', 'arg2': 'um estudo de Análise de Risco Sísmico', 'valid': True}, {'arg1': 'o geólogo chinês Chen Xuezhong', 'rel': 'publicou', 'arg2': 'um estudo de Análise de Risco Sísmico', 'valid': True}];1;31;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O governo central estima que mais de 7.000 salas de aula com engenharia inadequada desabaram em o terremoto.;[{'arg1': 'mais de 7.000 salas de aula com engenharia inadequada', 'rel': 'desabaram em', 'arg2': 'o terremoto', 'valid': True}];1;32;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
A rota de a tocha por o país foi reduzida e houve um minuto de silêncio quando a próxima etapa começou em a cidade de Ruijin, Jiangxi, em a quarta-feira após o terremoto.;[{'arg1': 'A rota de a tocha por o país', 'rel': 'foi', 'arg2': 'reduzida', 'valid': True}];1;33;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Enquanto isso, um trem de carga que transportava 13 tanques de gasolina descarrilou em Condado de Hui, Gansu, e pegou fogo depois que o trilho foi distorcido.;[{'arg1': 'um trem de carga', 'rel': 'pegou fogo', 'arg2': 'depois que o trilho foi distorcido', 'valid': True}];1;34;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Os Estados Unidos compartilharam algumas de suas imagens de satélite de as áreas atingidas por o terremoto com as Autoridades chinesas.;[{'arg1': 'Os Estados Unidos', 'rel': 'compartilharam', 'arg2': 'algumas de suas imagens de satélite', 'valid': True}];1;35;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Nova York - freqüentemente chamada Cidade de Nova York ou Cidade de Nova York para distingui-la de o Estado de Nova York, de o qual faz parte - é a cidade mais populosa de os Estados Unidos e o centro de a área metropolitana de Nova York, o principal portal de imigração legal para os Estados Unidos e uma de as aglomerações urbanas mais populosas de o mundo.;[{'arg1': 'Nova York', 'rel': 'é', 'arg2': 'a cidade mais populosa de os Estados Unidos', 'valid': True}];1;36;unknown;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Em 1664, Peter Stuyvesant, diretor-geral de a colônia de a Nova Holanda, entregou Nova Amsterdã a os ingleses sem derramamento de sangue.;[{'arg1': 'Peter Stuyvesant', 'rel': 'entregou', 'arg2': 'Nova Amsterdã a os ingleses sem derramamento de sangue', 'valid': True}, {'arg1': 'Peter Stuyvesant', 'rel': 'entregou', 'arg2': 'Nova Amsterdã a os ingleses', 'valid': True}];1;37;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
A Batalha de Long Island, a maior batalha de a Guerra Revolucionária Americana, foi travada em agosto de 1776, inteiramente em o bairro moderno de o Brooklyn.;[{'arg1': 'A Batalha de Long Island', 'rel': 'foi', 'arg2': 'travada em agosto de 1776', 'valid': True}, {'arg1': 'A Batalha de Long Island', 'rel': 'foi travada em', 'arg2': 'agosto de 1776', 'valid': True}];1;38;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Quando um candidato presidencial republicano às eleições de 2016 ridicularizou o liberalismo de os valores de Nova York em janeiro de 2016, Donald Trump, líder em as pesquisas, defendeu vigorosamente sua cidade.;[{'arg1': 'Donald Trump', 'rel': 'defendeu', 'arg2': 'vigorosamente sua cidade', 'valid': True}, {'arg1': 'Donald Trump', 'rel': 'defendeu', 'arg2': 'sua cidade', 'valid': True}, {'arg1': 'Donald Trump', 'rel': 'defendeu vigorosamente', 'arg2': 'sua cidade', 'valid': True}, {'arg1': 'um candidato presidencial republicano', 'rel': 'ridicularizou', 'arg2': 'o liberalismo de os valores de Nova York', 'valid': True}];1;39;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O ponto mais alto de a cidade é Todt Hill, em Staten Island, que, a 124,9 m acima de o nível de o mar, é o ponto mais alto de a costa leste de o sul de o Maine.;[{'arg1': 'O ponto mais alto de a cidade', 'rel': 'é', 'arg2': 'Todt Hill', 'valid': True}];1;40;unknown;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O maior parque municipal de a cidade é o Pelham Bay Park, com 2.700 acres (1.093 ha).;[{'arg1': 'O maior parque municipal de a cidade', 'rel': 'é', 'arg2': 'o Pelham Bay Park', 'valid': True}];1;41;unknown;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
A cidade de Nova York possui um alto grau de disparidade de renda, conforme indicado por o seu coeficiente de Gini de 0,5 para a cidade em geral e 0,6 para Manhattan.;[{'arg1': 'Nova York', 'rel': 'possui', 'arg2': 'um alto grau de disparidade de renda', 'valid': True}];1;42;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
